node_id,typology_label,sis_score,views,sis_high,views_high
132505,overrated,30119.333333333332,115700,False,True
105850,non,13179.5,1089,False,False
78833,overrated,10620.833333333334,27804,False,True
58134,non,39045.166666666664,3981,False,False
80211,non,7841.0,19035,False,False
91804,non,4301.666666666667,7584,False,False
60169,non,66268.66666666667,409,False,False
102090,hidden,149077.66666666666,21,True,False
122722,non,55633.666666666664,10298,False,False
77329,non,46100.5,3958,False,False
167840,non,81636.5,409,False,False
37876,non,94524.16666666667,9083,False,False
2524,overrated,34765.5,38936,False,True
149299,non,17191.166666666668,3968,False,False
27453,non,91420.33333333333,2419,False,False
9936,non,9830.5,5211,False,False
112252,overrated,31373.5,1653531,False,True
38671,non,3940.1666666666665,15854,False,False
26226,non,3427.5,1098,False,False
59272,hidden,157038.0,80,True,False
33318,overrated,14871.666666666666,77300,False,True
11953,non,57017.166666666664,59,False,False
7104,non,15776.333333333334,12027,False,False
61944,non,109054.33333333333,1464,False,False
136819,non,86813.16666666667,651,False,False
117234,non,13969.833333333334,228,False,False
36296,non,64931.0,969,False,False
97963,non,19970.666666666668,80,False,False
69910,overrated,16364.666666666666,31631,False,True
140674,overrated,19191.833333333332,58149,False,True
99543,overrated,8292.833333333334,23486,False,True
26552,non,7362.166666666667,3764,False,False
80790,non,35989.166666666664,3122,False,False
81288,non,18853.833333333332,2332,False,False
51130,overrated,29194.166666666668,23155,False,True
10261,non,44007.5,2238,False,False
38029,non,113271.33333333333,1320,False,False
37801,non,23045.5,5009,False,False
149952,non,23791.666666666668,3304,False,False
48309,non,76517.0,818,False,False
64696,non,51632.666666666664,815,False,False
70202,overrated,28760.5,82633,False,True
119034,overrated,469.1666666666667,46261689,False,True
20601,non,8734.666666666666,6286,False,False
74593,non,118828.5,5072,False,False
68690,non,39352.166666666664,655,False,False
120323,non,3080.1666666666665,4166,False,False
106755,overrated,1273.1666666666667,1581658,False,True
49602,non,24051.666666666668,9459,False,False
29746,overrated,1629.1666666666667,3479773,False,True
28726,non,14639.5,12055,False,False
11751,non,96708.5,7976,False,False
30196,overrated,4257.333333333333,80131,False,True
86174,non,14757.5,2465,False,False
2903,overrated,20232.0,1163440,False,True
69855,non,34841.833333333336,877,False,False
110498,non,97470.66666666667,381,False,False
69236,non,77169.16666666667,2379,False,False
65778,non,4526.333333333333,5049,False,False
155464,overrated,8546.833333333334,1062423,False,True
16166,overrated,5544.5,169337,False,True
54774,non,47674.5,250,False,False
12882,non,60811.0,953,False,False
51721,non,86200.0,2970,False,False
16379,overrated,463.1666666666667,19496518,False,True
88215,non,33645.833333333336,2943,False,False
84599,non,64063.0,3165,False,False
31547,hidden,138405.0,224,True,False
128199,non,14563.5,8424,False,False
43541,non,38837.833333333336,2388,False,False
105143,hidden,135079.33333333334,218,True,False
17691,non,78512.16666666667,2412,False,False
144193,non,44523.666666666664,2389,False,False
133636,non,47588.833333333336,2590,False,False
35713,overrated,48379.833333333336,75960,False,True
150604,overrated,18015.833333333332,31272,False,True
31163,non,90931.5,399,False,False
30361,non,88756.83333333333,770,False,False
22366,non,90147.5,4503,False,False
145708,non,70193.33333333333,1513,False,False
82640,non,10352.5,11380,False,False
2085,non,6542.166666666667,10260,False,False
76140,non,16029.833333333334,273,False,False
62585,overrated,37180.166666666664,44732,False,True
100272,non,34672.166666666664,11515,False,False
47345,non,26016.333333333332,2709,False,False
78557,non,30684.166666666668,555,False,False
63538,non,15533.333333333334,9799,False,False
61562,overrated,7308.666666666667,45289,False,True
38012,non,19050.333333333332,1000,False,False
151216,non,100393.16666666667,6837,False,False
80205,non,24249.5,16992,False,False
60360,non,62635.333333333336,1557,False,False
27294,non,91360.33333333333,5270,False,False
81163,non,32810.166666666664,1804,False,False
119611,non,29456.5,1903,False,False
80239,overrated,15351.333333333334,186497,False,True
8730,non,32238.666666666668,1585,False,False
44855,overrated,106951.66666666667,21195,False,True
52199,overrated,4902.5,996058,False,True
68518,non,17944.833333333332,15650,False,False
33520,overrated,4229.166666666667,69121,False,True
61584,non,55365.833333333336,1703,False,False
71260,non,121632.0,3539,False,False
46074,non,93483.5,427,False,False
72301,non,36200.166666666664,9788,False,False
5536,non,5448.5,3953,False,False
132646,non,121828.66666666667,150,False,False
108077,non,19020.5,9358,False,False
131023,non,32463.333333333332,7065,False,False
31988,overrated,37236.666666666664,207753,False,True
100109,overrated,5061.0,191876,False,True
115024,overrated,20376.666666666668,26776,False,True
69605,non,30407.5,10820,False,False
23481,non,91944.5,44,False,False
73245,non,32965.333333333336,6422,False,False
134666,non,30787.666666666668,5964,False,False
48554,non,71598.5,7361,False,False
16475,overrated,8579.0,1220309,False,True
52703,overrated,442.8333333333333,206941623,False,True
57603,overrated,23606.666666666668,22297,False,True
114099,overrated,801.1666666666666,3163558,False,True
31120,non,43131.0,3722,False,False
81147,non,13607.833333333334,6215,False,False
65805,non,54284.833333333336,7327,False,False
118233,non,52098.333333333336,8441,False,False
52547,non,22216.166666666668,1742,False,False
113066,non,81899.5,3855,False,False
63416,overrated,53960.333333333336,66987,False,True
115864,overrated,8121.5,97756,False,True
89781,non,7803.0,1387,False,False
89324,non,62910.5,2434,False,False
41667,non,35712.166666666664,388,False,False
115865,non,5734.5,3464,False,False
75711,hidden,144309.16666666666,384,True,False
103568,non,51652.0,6070,False,False
87147,non,12016.833333333334,1944,False,False
29633,non,86892.66666666667,1214,False,False
27765,overrated,9040.166666666666,235066,False,True
81028,non,7364.666666666667,9106,False,False
98236,non,88517.16666666667,791,False,False
91424,non,28561.833333333332,3355,False,False
82834,non,76742.0,133,False,False
155787,overrated,17867.666666666668,41685,False,True
164941,non,36039.666666666664,11842,False,False
96696,non,24160.833333333332,1973,False,False
74091,non,56532.833333333336,2365,False,False
81714,overrated,36852.0,27955,False,True
124065,non,9614.666666666666,7965,False,False
46035,non,37482.833333333336,5908,False,False
61421,non,6107.5,17087,False,False
121294,non,26022.0,3435,False,False
156265,overrated,50601.0,68234,False,True
76441,overrated,1600.8333333333333,1577053,False,True
101423,non,6224.5,2309,False,False
110198,non,66912.66666666667,3147,False,False
21879,non,39472.666666666664,3592,False,False
49371,non,59499.166666666664,479,False,False
86567,non,29317.333333333332,5578,False,False
125348,non,7906.833333333333,3197,False,False
12508,non,71892.33333333333,10016,False,False
127055,non,23292.166666666668,11584,False,False
142328,non,2940.1666666666665,12021,False,False
133775,non,29987.0,1843,False,False
67225,non,52535.5,170,False,False
73899,overrated,6908.166666666667,70139,False,True
86751,non,61435.166666666664,3626,False,False
51733,non,20826.166666666668,1822,False,False
87545,non,36113.5,7794,False,False
62849,non,34227.666666666664,16571,False,False
53021,overrated,10330.666666666666,231783,False,True
17801,non,14512.833333333334,2397,False,False
166734,non,38596.0,400,False,False
26148,non,57834.333333333336,2503,False,False
96638,non,38424.833333333336,2264,False,False
152066,non,128867.5,371,False,False
36293,overrated,9992.166666666666,102605,False,True
90205,non,42578.833333333336,972,False,False
35655,non,27777.0,444,False,False
58379,non,48783.166666666664,458,False,False
154805,non,83770.0,815,False,False
62727,non,90275.33333333333,1952,False,False
97291,overrated,7323.0,35247,False,True
28073,hidden,134437.33333333334,156,True,False
67856,overrated,51015.833333333336,190126,False,True
100124,overrated,1104.5,1930315,False,True
2719,non,22851.333333333332,6243,False,False
146151,overrated,11043.333333333334,147608,False,True
96309,overrated,74174.66666666667,150507,False,True
127721,non,70290.5,3095,False,False
129564,overrated,9574.5,103747,False,True
152481,overrated,5398.0,32450,False,True
104201,non,13043.833333333334,8935,False,False
2755,non,4359.5,13213,False,False
23053,non,28381.333333333332,18521,False,False
144342,non,26671.166666666668,6915,False,False
33631,non,47092.333333333336,5511,False,False
15881,non,15075.5,12043,False,False
4649,hidden,147601.16666666666,431,True,False
20811,non,105045.5,2411,False,False
105394,non,20189.666666666668,3627,False,False
103500,non,13391.833333333334,381,False,False
91400,non,40412.666666666664,1844,False,False
83027,non,34346.666666666664,936,False,False
80037,non,53957.666666666664,5977,False,False
77316,non,60343.5,2439,False,False
69373,overrated,23771.5,4284170,False,True
55505,non,49064.666666666664,5345,False,False
96525,non,122147.83333333333,38,False,False
163487,non,67023.33333333333,1914,False,False
6212,non,126359.16666666667,225,False,False
16226,non,27756.666666666668,624,False,False
11424,non,48514.833333333336,9096,False,False
99674,non,109396.66666666667,16857,False,False
80020,non,20133.833333333332,2330,False,False
63000,non,6927.166666666667,1502,False,False
75162,non,84864.66666666667,5002,False,False
111252,non,98946.5,0,False,False
23394,non,38069.5,1303,False,False
7115,non,93714.5,1438,False,False
17553,non,29964.666666666668,15919,False,False
85906,non,75623.0,808,False,False
12066,non,35972.666666666664,210,False,False
49336,non,15871.5,19528,False,False
51652,non,103615.5,889,False,False
531,overrated,26434.0,98373,False,True
73580,non,59062.0,401,False,False
78176,non,34060.166666666664,2043,False,False
27971,non,13097.5,14203,False,False
138305,overrated,48242.333333333336,36482,False,True
7484,non,123040.66666666667,3409,False,False
84905,overrated,6425.833333333333,65697,False,True
52205,overrated,1800.5,1187099,False,True
110491,non,52150.333333333336,528,False,False
67900,overrated,4104.0,80807,False,True
20108,non,59581.833333333336,1771,False,False
149150,overrated,623.8333333333334,6590828,False,True
142565,overrated,4827.833333333333,37199,False,True
137945,non,2965.5,5420,False,False
144078,overrated,38052.666666666664,27317,False,True
86757,non,83474.0,9972,False,False
162808,overrated,23085.5,26704,False,True
18310,non,19754.833333333332,13849,False,False
101021,non,16318.666666666666,8077,False,False
89262,non,91460.0,2973,False,False
32261,non,26097.666666666668,759,False,False
140650,non,75169.16666666667,456,False,False
65551,non,23777.166666666668,4176,False,False
69317,non,11407.166666666666,6671,False,False
125444,non,25306.166666666668,310,False,False
122186,overrated,20143.833333333332,41087,False,True
85567,non,30326.833333333332,1519,False,False
143890,non,17599.333333333332,537,False,False
109668,non,58425.5,1308,False,False
133388,non,70750.5,246,False,False
22950,non,8934.166666666666,4437,False,False
36881,overrated,9268.833333333334,55904,False,True
140117,non,49013.833333333336,628,False,False
66933,non,38777.5,2564,False,False
150079,non,49774.5,2807,False,False
148757,hidden,144377.5,220,True,False
46977,non,13304.833333333334,3762,False,False
21753,overrated,3897.5,133663,False,True
63936,non,129526.33333333333,7836,False,False
79615,non,65233.5,961,False,False
48184,non,39446.5,6150,False,False
4450,overrated,7206.666666666667,69530,False,True
62798,non,15463.166666666666,2676,False,False
19388,non,9892.166666666666,728,False,False
121880,overrated,2889.0,171428,False,True
50592,overrated,35011.333333333336,212141,False,True
142502,non,76606.83333333333,14567,False,False
136561,overrated,10593.333333333334,26132,False,True
152079,non,85917.16666666667,1050,False,False
99423,non,20327.5,792,False,False
782,overrated,969.1666666666666,416566,False,True
113098,non,96525.33333333333,11766,False,False
52338,non,24097.833333333332,743,False,False
137126,overrated,3195.1666666666665,161263,False,True
120774,non,31449.333333333332,6434,False,False
92439,overrated,7934.666666666667,39872,False,True
125269,non,95248.5,1908,False,False
164441,non,58121.0,3889,False,False
31362,non,7958.833333333333,202,False,False
99829,non,24910.166666666668,14554,False,False
116920,non,35766.666666666664,264,False,False
114395,non,16661.333333333332,3120,False,False
110249,non,81932.33333333333,53,False,False
30851,non,40681.0,529,False,False
30852,overrated,44489.833333333336,121387,False,True
119259,non,71694.66666666667,440,False,False
52011,non,5330.333333333333,401,False,False
97006,non,78378.66666666667,7622,False,False
166230,non,10595.833333333334,9423,False,False
145911,non,41858.666666666664,3302,False,False
11628,non,26166.333333333332,17230,False,False
162270,non,24372.833333333332,8975,False,False
69584,non,47021.0,8344,False,False
163428,non,85548.83333333333,54,False,False
124061,non,40376.833333333336,381,False,False
13233,overrated,665.8333333333334,8393611,False,True
67478,overrated,1407.5,98316,False,True
46550,overrated,577.1666666666666,5230828,False,True
6513,non,79412.0,6608,False,False
119292,non,77319.66666666667,473,False,False
71355,non,4560.833333333333,3420,False,False
17114,non,78046.0,3613,False,False
47917,non,33615.833333333336,6352,False,False
55343,non,21756.666666666668,4393,False,False
43534,overrated,878.8333333333334,690685,False,True
158608,non,88007.33333333333,69,False,False
88758,overrated,1329.8333333333333,38175,False,True
97471,non,58450.833333333336,2633,False,False
4774,non,131027.66666666667,784,False,False
90139,non,22728.833333333332,16773,False,False
22705,non,21187.333333333332,2195,False,False
45596,overrated,3148.1666666666665,2263714,False,True
166419,non,50162.833333333336,1867,False,False
41015,non,11822.833333333334,699,False,False
27248,non,2816.1666666666665,2777,False,False
76279,non,14127.166666666666,4843,False,False
6190,overrated,5424.166666666667,27799,False,True
57234,overrated,29816.5,27985,False,True
12521,non,37245.666666666664,5585,False,False
39092,overrated,15391.666666666666,38548,False,True
34750,overrated,4426.833333333333,46275,False,True
16162,overrated,12775.333333333334,94535,False,True
157006,hidden,134844.83333333334,5466,True,False
92614,non,16869.666666666668,4073,False,False
92339,non,47598.333333333336,1345,False,False
51665,non,81435.83333333333,1208,False,False
14648,hidden,139763.5,1631,True,False
44087,non,83585.83333333333,420,False,False
62741,non,91084.83333333333,637,False,False
8433,non,49838.333333333336,15391,False,False
136670,overrated,6328.5,48814,False,True
82672,overrated,12608.833333333334,47719,False,True
43133,non,22669.5,8456,False,False
39951,non,54978.166666666664,7961,False,False
30092,non,76861.0,698,False,False
12612,hidden,138929.83333333334,6204,True,False
114483,non,43893.0,6555,False,False
158691,overrated,3704.8333333333335,367110,False,True
113201,overrated,8391.166666666666,63444,False,True
100771,non,10794.166666666666,14678,False,False
7950,overrated,65150.333333333336,21285,False,True
151799,non,27596.666666666668,1042,False,False
153763,overrated,16016.5,116727,False,True
95505,overrated,26902.666666666668,632714,False,True
117377,non,111406.83333333333,59,False,False
151453,non,95354.16666666667,150,False,False
122526,hidden,142810.16666666666,2127,True,False
50881,non,24015.833333333332,17948,False,False
70078,overrated,1537.1666666666667,459975,False,True
71605,non,86288.0,889,False,False
156481,overrated,8989.0,23097,False,True
55748,non,115532.66666666667,370,False,False
160823,non,39156.5,798,False,False
26024,non,30131.333333333332,1462,False,False
156357,non,74557.5,6163,False,False
7991,non,38253.666666666664,10459,False,False
66451,non,9445.166666666666,8672,False,False
119709,non,11109.666666666666,3197,False,False
30036,non,29510.166666666668,2349,False,False
25256,non,83565.5,975,False,False
98676,non,5919.833333333333,3279,False,False
68997,non,61122.833333333336,4328,False,False
44747,overrated,2083.1666666666665,2227661,False,True
24845,non,38916.666666666664,4098,False,False
84235,non,19584.333333333332,12190,False,False
43197,non,1631.5,10051,False,False
83472,non,70470.83333333333,1475,False,False
24744,non,18883.166666666668,542,False,False
84502,non,68141.16666666667,9675,False,False
108386,non,92987.5,11602,False,False
140327,non,21056.5,18274,False,False
129570,non,8068.5,3707,False,False
118462,non,62168.5,1985,False,False
85413,overrated,1251.5,6269175,False,True
131116,non,21060.333333333332,6923,False,False
56877,non,82455.83333333333,3443,False,False
4426,overrated,56498.833333333336,98206,False,True
120398,overrated,5472.5,68733,False,True
93407,non,34831.166666666664,735,False,False
28980,non,10061.5,5131,False,False
153354,non,34921.166666666664,6083,False,False
119139,overrated,25008.5,21434,False,True
32022,overrated,7574.333333333333,54354,False,True
92303,non,75245.0,471,False,False
124323,non,45515.0,2582,False,False
18306,non,3891.5,462,False,False
119742,overrated,29514.333333333332,112979,False,True
125024,overrated,17144.666666666668,84882,False,True
103813,non,27716.833333333332,2254,False,False
94074,non,35167.666666666664,4341,False,False
30947,non,17898.5,486,False,False
2317,non,26015.0,355,False,False
116876,non,12932.0,5471,False,False
80919,overrated,44751.833333333336,88179,False,True
157744,non,51046.5,307,False,False
63923,non,113163.16666666667,3435,False,False
56720,overrated,3484.5,717133,False,True
10141,overrated,83839.33333333333,21790,False,True
58365,non,31286.166666666668,1636,False,False
74321,overrated,37384.0,63232,False,True
121877,overrated,3267.8333333333335,282463,False,True
141308,hidden,141475.83333333334,934,True,False
93358,non,62900.333333333336,302,False,False
9245,overrated,4460.166666666667,100188,False,True
113845,non,30260.166666666668,6528,False,False
25817,non,94636.83333333333,611,False,False
139226,non,33604.666666666664,280,False,False
40604,overrated,525.1666666666666,5797866,False,True
25376,overrated,25325.833333333332,96305,False,True
31216,non,82131.83333333333,176,False,False
12739,non,62289.5,8384,False,False
73555,overrated,26426.5,37574,False,True
33872,overrated,15751.5,65793,False,True
124055,non,22628.833333333332,8013,False,False
21991,overrated,1073.5,197309,False,True
120136,non,30171.0,423,False,False
91114,non,90968.0,6041,False,False
70156,non,62372.5,13213,False,False
18137,overrated,42912.833333333336,29518,False,True
19324,overrated,3495.0,1022863,False,True
46405,hidden,159844.66666666666,76,True,False
154640,non,40028.0,783,False,False
103728,overrated,774.5,2434071,False,True
61504,non,102009.83333333333,112,False,False
968,non,76300.33333333333,406,False,False
85669,non,23634.5,12567,False,False
45816,non,14712.833333333334,475,False,False
30293,overrated,1721.1666666666667,25964,False,True
99274,non,6488.166666666667,1775,False,False
69819,overrated,36438.833333333336,26387,False,True
2097,non,40534.5,1174,False,False
51176,non,85511.5,6199,False,False
26599,overrated,5447.166666666667,26748,False,True
14199,non,11152.666666666666,3775,False,False
10819,non,25849.5,1218,False,False
86341,non,88472.16666666667,605,False,False
89259,non,55841.166666666664,10052,False,False
117239,hidden,160730.5,204,True,False
102750,non,14607.833333333334,961,False,False
81776,non,12934.5,2470,False,False
104204,non,59630.5,542,False,False
85740,non,24660.333333333332,8694,False,False
17187,non,30223.0,697,False,False
109835,non,26856.0,5866,False,False
102717,non,130405.0,368,False,False
88205,non,2885.8333333333335,3636,False,False
87328,non,36355.833333333336,1915,False,False
72850,non,32582.0,1512,False,False
17008,non,61102.333333333336,3429,False,False
9408,overrated,27878.666666666668,29396,False,True
79913,non,25485.833333333332,3668,False,False
22970,non,96996.83333333333,837,False,False
116900,overrated,26578.0,875435,False,True
132818,non,1791.1666666666667,786,False,False
74053,non,33481.0,2231,False,False
20683,non,3415.6666666666665,5000,False,False
121282,overrated,823.8333333333334,3808606,False,True
20401,non,39477.166666666664,60,False,False
36093,non,69925.16666666667,10356,False,False
164477,overrated,67522.0,25969,False,True
23120,non,44990.0,1499,False,False
70775,hidden,155428.66666666666,341,True,False
77801,non,30818.333333333332,14562,False,False
64241,non,2119.1666666666665,15779,False,False
142851,non,35569.333333333336,4029,False,False
23875,non,12993.5,1994,False,False
25310,non,122788.0,12932,False,False
71809,non,28640.0,15183,False,False
142420,non,108264.83333333333,221,False,False
35200,overrated,43723.666666666664,27141,False,True
133737,non,72155.16666666667,781,False,False
101091,non,47953.166666666664,4300,False,False
70312,overrated,11786.666666666666,20641,False,True
33976,non,15745.833333333334,7106,False,False
134317,non,37572.5,707,False,False
135638,non,20948.166666666668,6135,False,False
56252,non,65863.16666666667,463,False,False
15754,non,4081.1666666666665,6641,False,False
93652,non,37527.833333333336,1490,False,False
29339,non,29934.666666666668,1873,False,False
43420,non,79175.16666666667,526,False,False
101516,non,68943.0,12182,False,False
114739,overrated,6083.833333333333,42296,False,True
86463,non,108541.33333333333,1051,False,False
87837,non,93102.66666666667,1678,False,False
54557,non,37921.833333333336,12971,False,False
107214,non,65747.0,13702,False,False
55675,non,50830.0,10164,False,False
85432,non,25506.5,1695,False,False
133012,non,7426.833333333333,19260,False,False
95309,non,6869.333333333333,14788,False,False
103147,non,85425.83333333333,519,False,False
71780,non,62831.0,1592,False,False
168096,non,124978.66666666667,518,False,False
18007,hidden,139659.16666666666,84,True,False
70714,non,32884.0,5031,False,False
106048,non,3991.5,6842,False,False
107615,non,130626.66666666667,1112,False,False
24310,overrated,4446.833333333333,1389968,False,True
85993,non,47737.833333333336,7322,False,False
41353,overrated,11811.833333333334,28005,False,True
21778,non,21366.666666666668,8322,False,False
62283,non,95273.83333333333,2559,False,False
69139,overrated,10597.666666666666,251476,False,True
1148,overrated,62101.833333333336,34908,False,True
167619,non,107963.66666666667,4078,False,False
1661,overrated,21588.833333333332,79876,False,True
3075,non,46663.833333333336,1700,False,False
51545,non,45156.5,850,False,False
56759,hidden,144750.16666666666,528,True,False
150721,non,86525.83333333333,970,False,False
30050,non,34664.333333333336,1048,False,False
87059,overrated,39865.0,84361,False,True
165831,overrated,24807.5,343165,False,True
5310,hidden,141462.83333333334,487,True,False
10372,non,10540.833333333334,12056,False,False
49886,non,39593.166666666664,7334,False,False
79216,non,98395.5,838,False,False
75239,non,39695.666666666664,4144,False,False
24770,overrated,41542.666666666664,71944,False,True
15993,non,17548.666666666668,1689,False,False
21401,non,23230.333333333332,9263,False,False
116258,non,21038.833333333332,8685,False,False
19207,non,65150.833333333336,5251,False,False
92378,overrated,2124.3333333333335,1281426,False,True
53281,overrated,17972.833333333332,533220,False,True
18933,non,11835.166666666666,6236,False,False
105426,overrated,39772.833333333336,23629,False,True
140033,non,84555.5,3050,False,False
115045,overrated,23949.666666666668,175041,False,True
67503,non,1476.1666666666667,3009,False,False
102379,non,99957.83333333333,99,False,False
9026,non,84856.66666666667,1231,False,False
93732,non,128742.16666666667,298,False,False
17274,non,19767.0,8075,False,False
15896,non,74246.0,297,False,False
106919,non,8790.333333333334,12383,False,False
155389,overrated,7167.5,33681,False,True
75249,non,114343.0,748,False,False
50655,non,53518.833333333336,2871,False,False
108994,overrated,6673.0,75696,False,True
47708,non,41114.833333333336,1710,False,False
5048,non,8722.166666666666,9790,False,False
76194,overrated,39494.833333333336,31207,False,True
80024,non,58951.333333333336,734,False,False
119964,non,47360.666666666664,845,False,False
141509,non,8287.5,5979,False,False
64941,non,48845.5,3622,False,False
137445,overrated,35393.666666666664,27934,False,True
69708,non,51297.166666666664,6318,False,False
136249,overrated,10517.0,3012655,False,True
140905,non,74923.66666666667,798,False,False
84721,non,59797.333333333336,9795,False,False
57182,hidden,145394.83333333334,264,True,False
57565,non,3164.0,9278,False,False
86044,non,35883.833333333336,2722,False,False
58264,non,10116.166666666666,11579,False,False
80841,non,82658.16666666667,891,False,False
110326,non,5360.333333333333,1032,False,False
116822,non,7637.166666666667,7751,False,False
13875,non,11642.833333333334,877,False,False
114819,non,7936.5,1269,False,False
1472,non,49673.5,4487,False,False
139505,non,14040.5,8321,False,False
74691,non,75074.83333333333,300,False,False
48137,overrated,1491.5,450022,False,True
127674,non,67642.0,5300,False,False
46645,non,7270.5,15914,False,False
29623,non,8987.833333333334,446,False,False
5004,overrated,48714.833333333336,25564,False,True
82569,non,81128.16666666667,1256,False,False
48721,non,27893.0,5750,False,False
55177,non,49645.0,968,False,False
101045,non,24723.333333333332,937,False,False
69345,non,40163.666666666664,3419,False,False
101556,overrated,21157.0,25671,False,True
44603,non,26759.833333333332,832,False,False
80535,non,27655.333333333332,6608,False,False
33266,non,41742.166666666664,20305,False,False
115547,non,78786.0,364,False,False
45383,non,11471.833333333334,13513,False,False
115048,overrated,18730.166666666668,22508,False,True
3945,non,9420.5,1864,False,False
129948,non,8111.833333333333,6303,False,False
68535,non,4947.666666666667,12818,False,False
14508,non,86260.66666666667,17509,False,False
119980,overrated,9976.666666666666,38396,False,True
92822,non,35030.5,6421,False,False
51199,non,82023.0,1064,False,False
121335,non,29670.666666666668,14785,False,False
161267,overrated,21843.166666666668,128523,False,True
28685,true,140528.16666666666,21366,True,True
33376,non,41046.0,2284,False,False
1615,non,12158.0,744,False,False
95683,non,7985.5,13501,False,False
76565,non,113504.16666666667,1336,False,False
32275,non,92836.5,2355,False,False
137406,non,35441.166666666664,4850,False,False
14387,overrated,18873.166666666668,35167,False,True
78323,non,9100.5,635,False,False
95567,non,87488.66666666667,12478,False,False
32942,non,15145.5,14468,False,False
165909,non,115760.0,319,False,False
134296,non,7140.666666666667,18013,False,False
61100,non,66456.16666666667,974,False,False
26968,non,3265.8333333333335,8186,False,False
28570,non,33967.5,3709,False,False
60052,overrated,13694.333333333334,28549,False,True
76456,non,80341.16666666667,1866,False,False
143503,non,3212.8333333333335,17225,False,False
94002,non,83902.5,156,False,False
70415,overrated,9844.5,46386,False,True
133488,non,24140.833333333332,1282,False,False
151154,non,16016.333333333334,11278,False,False
40651,overrated,14474.5,44978,False,True
141565,non,21658.833333333332,3944,False,False
69159,overrated,20510.166666666668,37076,False,True
9616,non,81194.66666666667,4434,False,False
111514,non,131515.83333333334,8878,False,False
112962,non,61843.5,639,False,False
